County,State,Labor Force,Employed,Unemployed,Unemployment Rate,Year
Union County,IA,"6,932","6,475",457,6.6,2009
Van Buren County,IA,"3,850","3,511",339,8.8,2009
Wapello County,IA,"18,907","17,254","1,653",8.7,2009
Warren County,IA,"25,913","24,391","1,522",5.9,2009
Washington County,IA,"11,924","11,262",662,5.6,2009
Wayne County,IA,"3,236","3,031",205,6.3,2009
Webster County,IA,"19,819","18,350","1,469",7.4,2009
Winnebago County,IA,"5,771","5,227",544,9.4,2009
Winneshiek County,IA,"12,268","11,501",767,6.3,2009
Woodbury County,IA,"55,996","52,811","3,185",5.7,2009
Worth County,IA,"4,486","4,165",321,7.2,2009
Wright County,IA,"7,047","6,528",519,7.4,2009
Allen County,KS,"7,536","6,947",589,7.8,2009
Anderson County,KS,"4,482","4,140",342,7.6,2009
Atchison County,KS,"8,861","8,046",815,9.2,2009
Barber County,KS,"2,921","2,791",130,4.5,2009
Barton County,KS,"16,047","15,143",904,5.6,2009
Bourbon County,KS,"8,794","8,181",613,7,2009
Brown County,KS,"5,914","5,581",333,5.6,2009
Butler County,KS,"32,715","30,311","2,404",7.3,2009
Chase County,KS,"1,546","1,464",82,5.3,2009
Chautauqua County,KS,"1,868","1,704",164,8.8,2009
Cherokee County,KS,"11,606","10,630",976,8.4,2009
Cheyenne County,KS,"1,530","1,476",54,3.5,2009
Clark County,KS,"1,279","1,232",47,3.7,2009
Clay County,KS,"5,290","5,054",236,4.5,2009
Cloud County,KS,"5,816","5,559",257,4.4,2009
Coffey County,KS,"5,576","5,253",323,5.8,2009
Comanche County,KS,"1,105","1,066",39,3.5,2009
Cowley County,KS,"18,586","17,295","1,291",6.9,2009
Crawford County,KS,"20,225","18,497","1,728",8.5,2009
Decatur County,KS,"1,815","1,748",67,3.7,2009
Dickinson County,KS,"10,918","10,350",568,5.2,2009
Doniphan County,KS,"4,634","4,152",482,10.4,2009
Douglas County,KS,"63,191","59,579","3,612",5.7,2009
Edwards County,KS,"1,804","1,728",76,4.2,2009
Elk County,KS,"1,527","1,402",125,8.2,2009
Ellis County,KS,"18,090","17,388",702,3.9,2009
Ellsworth County,KS,"3,874","3,712",162,4.2,2009
Finney County,KS,"19,742","18,875",867,4.4,2009
Ford County,KS,"18,924","18,263",661,3.5,2009
Franklin County,KS,"13,658","12,407","1,251",9.2,2009
Geary County,KS,"14,117","13,077","1,040",7.4,2009
Gove County,KS,"1,623","1,575",48,3,2009
Graham County,KS,"1,485","1,419",66,4.4,2009
Grant County,KS,"4,156","3,994",162,3.9,2009
Gray County,KS,"3,476","3,371",105,3,2009
Greeley County,KS,733,705,28,3.8,2009
Greenwood County,KS,"3,579","3,341",238,6.6,2009
Hamilton County,KS,"1,344","1,291",53,3.9,2009
Harper County,KS,"3,469","3,293",176,5.1,2009
Harvey County,KS,"18,262","16,976","1,286",7,2009
Haskell County,KS,"2,299","2,222",77,3.3,2009
Hodgeman County,KS,953,915,38,4,2009
Jackson County,KS,"7,038","6,548",490,7,2009
Jefferson County,KS,"9,723","8,986",737,7.6,2009
Jewell County,KS,"1,995","1,911",84,4.2,2009
Johnson County,KS,"299,697","280,131","19,566",6.5,2009
Kearny County,KS,"2,174","2,078",96,4.4,2009
Kingman County,KS,"4,633","4,373",260,5.6,2009
Kiowa County,KS,"1,580","1,525",55,3.5,2009
Labette County,KS,"11,659","10,659","1,000",8.6,2009
Lane County,KS,"1,142","1,104",38,3.3,2009
Leavenworth County,KS,"32,725","30,100","2,625",8,2009
Lincoln County,KS,"2,021","1,910",111,5.5,2009
Linn County,KS,"4,533","4,026",507,11.2,2009
Logan County,KS,"1,730","1,673",57,3.3,2009
Lyon County,KS,"18,645","17,502","1,143",6.1,2009
McPherson County,KS,"16,937","16,100",837,4.9,2009
Marion County,KS,"7,023","6,635",388,5.5,2009
Marshall County,KS,"6,160","5,816",344,5.6,2009
Meade County,KS,"2,559","2,461",98,3.8,2009
Miami County,KS,"16,144","14,820","1,324",8.2,2009
Mitchell County,KS,"3,814","3,637",177,4.6,2009
Montgomery County,KS,"18,732","16,890","1,842",9.8,2009
Morris County,KS,"3,085","2,870",215,7,2009
Morton County,KS,"1,783","1,709",74,4.2,2009
Nemaha County,KS,"5,921","5,679",242,4.1,2009
Neosho County,KS,"8,733","7,997",736,8.4,2009
Ness County,KS,"1,863","1,790",73,3.9,2009
Norton County,KS,"2,898","2,771",127,4.4,2009
Osage County,KS,"8,537","7,875",662,7.8,2009
Osborne County,KS,"2,298","2,196",102,4.4,2009
Ottawa County,KS,"3,418","3,228",190,5.6,2009
Pawnee County,KS,"3,959","3,807",152,3.8,2009
Phillips County,KS,"3,197","3,000",197,6.2,2009
Pottawatomie County,KS,"11,102","10,471",631,5.7,2009
Pratt County,KS,"5,985","5,688",297,5,2009
Rawlins County,KS,"1,319","1,267",52,3.9,2009
Reno County,KS,"35,110","33,064","2,046",5.8,2009
Republic County,KS,"2,901","2,779",122,4.2,2009
Rice County,KS,"6,049","5,746",303,5,2009
Riley County,KS,"37,558","35,888","1,670",4.4,2009
Rooks County,KS,"2,805","2,617",188,6.7,2009
Rush County,KS,"1,705","1,608",97,5.7,2009
Russell County,KS,"3,606","3,428",178,4.9,2009
Saline County,KS,"31,865","30,113","1,752",5.5,2009
Scott County,KS,"2,888","2,801",87,3,2009
Sedgwick County,KS,"259,399","237,590","21,809",8.4,2009
Seward County,KS,"11,157","10,613",544,4.9,2009
Shawnee County,KS,"94,610","88,421","6,189",6.5,2009
Sheridan County,KS,"1,603","1,558",45,2.8,2009
Sherman County,KS,"3,798","3,647",151,4,2009
Smith County,KS,"2,253","2,146",107,4.7,2009
Stafford County,KS,"2,275","2,157",118,5.2,2009
Stanton County,KS,"1,185","1,146",39,3.3,2009
Stevens County,KS,"2,378","2,265",113,4.8,2009
Sumner County,KS,"11,670","10,657","1,013",8.7,2009
Thomas County,KS,"4,310","4,150",160,3.7,2009
Trego County,KS,"1,895","1,824",71,3.7,2009
Wabaunsee County,KS,"3,768","3,495",273,7.2,2009
Wallace County,KS,920,865,55,6,2009
Washington County,KS,"3,474","3,306",168,4.8,2009
Wichita County,KS,"1,281","1,238",43,3.4,2009
Wilson County,KS,"5,305","4,733",572,10.8,2009
Woodson County,KS,"1,792","1,639",153,8.5,2009
Wyandotte County,KS,"70,526","62,998","7,528",10.7,2009
Adair County,KY,"9,218","8,227",991,10.8,2009
Allen County,KY,"8,740","7,482","1,258",14.4,2009
Anderson County,KY,"11,092","9,939","1,153",10.4,2009
Ballard County,KY,"4,098","3,690",408,10,2009
Barren County,KY,"19,339","16,957","2,382",12.3,2009
Bath County,KY,"5,116","4,327",789,15.4,2009
Bell County,KY,"9,777","8,605","1,172",12,2009
Boone County,KY,"64,357","58,589","5,768",9,2009
Bourbon County,KY,"9,263","8,370",893,9.6,2009
Boyd County,KY,"22,747","20,838","1,909",8.4,2009
Boyle County,KY,"12,948","11,481","1,467",11.3,2009
Bracken County,KY,"4,289","3,807",482,11.2,2009
Breathitt County,KY,"5,675","5,097",578,10.2,2009
Breckinridge County,KY,"9,377","8,274","1,103",11.8,2009
Bullitt County,KY,"39,761","35,479","4,282",10.8,2009
Butler County,KY,"5,499","4,713",786,14.3,2009
Caldwell County,KY,"6,909","6,220",689,10,2009
Calloway County,KY,"17,940","16,448","1,492",8.3,2009
Campbell County,KY,"45,055","40,571","4,484",10,2009
Carlisle County,KY,"2,339","2,133",206,8.8,2009
Carroll County,KY,"5,446","4,736",710,13,2009
Carter County,KY,"13,518","11,833","1,685",12.5,2009
Casey County,KY,"7,145","6,388",757,10.6,2009
Christian County,KY,"29,392","25,772","3,620",12.3,2009
Clark County,KY,"17,039","15,167","1,872",11,2009
Clay County,KY,"6,964","6,012",952,13.7,2009
Clinton County,KY,"4,852","4,395",457,9.4,2009
Crittenden County,KY,"4,110","3,676",434,10.6,2009
Cumberland County,KY,"3,063","2,670",393,12.8,2009
Daviess County,KY,"48,300","43,819","4,481",9.3,2009
Edmonson County,KY,"5,274","4,555",719,13.6,2009
Elliott County,KY,"3,274","2,835",439,13.4,2009
Estill County,KY,"6,412","5,613",799,12.5,2009
Fayette County,KY,"152,180","140,328","11,852",7.8,2009
Fleming County,KY,"6,543","5,737",806,12.3,2009
Floyd County,KY,"15,613","13,910","1,703",10.9,2009
Franklin County,KY,"24,568","22,383","2,185",8.9,2009
Fulton County,KY,"2,684","2,343",341,12.7,2009
Gallatin County,KY,"4,030","3,542",488,12.1,2009
Garrard County,KY,"7,738","6,827",911,11.8,2009
Grant County,KY,"12,856","11,375","1,481",11.5,2009
Graves County,KY,"16,349","14,723","1,626",9.9,2009
Grayson County,KY,"11,481","9,795","1,686",14.7,2009
Green County,KY,"5,681","5,011",670,11.8,2009
Greenup County,KY,"17,874","16,214","1,660",9.3,2009
Hancock County,KY,"4,333","3,825",508,11.7,2009
Hardin County,KY,"47,868","42,943","4,925",10.3,2009
Harlan County,KY,"10,593","9,441","1,152",10.9,2009
Harrison County,KY,"9,391","8,323","1,068",11.4,2009
Hart County,KY,"8,333","7,472",861,10.3,2009
Henderson County,KY,"23,299","20,819","2,480",10.6,2009
Henry County,KY,"7,981","7,144",837,10.5,2009
Hickman County,KY,"2,126","1,938",188,8.8,2009
Hopkins County,KY,"23,022","20,898","2,124",9.2,2009
Jackson County,KY,"4,297","3,592",705,16.4,2009
Jefferson County,KY,"360,376","323,842","36,534",10.1,2009
Jessamine County,KY,"22,791","20,723","2,068",9.1,2009
Johnson County,KY,"9,922","8,901","1,021",10.3,2009
Kenton County,KY,"84,184","75,890","8,294",9.9,2009
Knott County,KY,"6,563","5,870",693,10.6,2009
Knox County,KY,"12,862","11,373","1,489",11.6,2009
Larue County,KY,"6,997","6,169",828,11.8,2009
Laurel County,KY,"26,528","23,826","2,702",10.2,2009
Lawrence County,KY,"6,208","5,473",735,11.8,2009
Lee County,KY,"2,785","2,459",326,11.7,2009
Leslie County,KY,"3,622","3,172",450,12.4,2009
Letcher County,KY,"8,789","7,851",938,10.7,2009
Lewis County,KY,"5,598","4,749",849,15.2,2009
Lincoln County,KY,"10,658","9,319","1,339",12.6,2009
Livingston County,KY,"4,775","4,303",472,9.9,2009
Logan County,KY,"12,428","11,075","1,353",10.9,2009
Lyon County,KY,"3,362","2,949",413,12.3,2009
McCracken County,KY,"31,507","28,746","2,761",8.8,2009
McCreary County,KY,"5,861","5,040",821,14,2009
McLean County,KY,"4,561","4,084",477,10.5,2009
Madison County,KY,"43,187","39,256","3,931",9.1,2009
Magoffin County,KY,"4,473","3,649",824,18.4,2009
Marion County,KY,"10,166","8,823","1,343",13.2,2009
Marshall County,KY,"14,669","13,119","1,550",10.6,2009
Martin County,KY,"3,818","3,386",432,11.3,2009
Mason County,KY,"8,824","7,869",955,10.8,2009
Meade County,KY,"11,493","10,014","1,479",12.9,2009
Menifee County,KY,"2,602","2,174",428,16.4,2009
Mercer County,KY,"10,450","9,266","1,184",11.3,2009
Metcalfe County,KY,"4,390","3,704",686,15.6,2009
Monroe County,KY,"4,751","4,092",659,13.9,2009
Montgomery County,KY,"12,464","10,918","1,546",12.4,2009
Morgan County,KY,"5,100","4,405",695,13.6,2009
Muhlenberg County,KY,"13,842","12,350","1,492",10.8,2009
Nelson County,KY,"22,133","19,398","2,735",12.4,2009
Nicholas County,KY,"3,157","2,773",384,12.2,2009
Ohio County,KY,"12,672","11,442","1,230",9.7,2009
Oldham County,KY,"28,068","25,726","2,342",8.3,2009
Owen County,KY,"5,537","4,996",541,9.8,2009
Owsley County,KY,"1,576","1,411",165,10.5,2009
Pendleton County,KY,"7,308","6,407",901,12.3,2009
Perry County,KY,"11,640","10,396","1,244",10.7,2009
Pike County,KY,"26,346","23,811","2,535",9.6,2009
Powell County,KY,"5,749","4,856",893,15.5,2009
Pulaski County,KY,"27,808","24,931","2,877",10.3,2009
Robertson County,KY,"1,068",962,106,9.9,2009
Rockcastle County,KY,"7,256","6,296",960,13.2,2009
Rowan County,KY,"12,481","11,344","1,137",9.1,2009
Russell County,KY,"8,413","7,404","1,009",12,2009
Scott County,KY,"22,942","20,731","2,211",9.6,2009
Shelby County,KY,"21,942","19,886","2,056",9.4,2009
Simpson County,KY,"9,235","8,043","1,192",12.9,2009
Spencer County,KY,"9,297","8,339",958,10.3,2009
Taylor County,KY,"13,762","12,325","1,437",10.4,2009
Todd County,KY,"5,331","4,694",637,11.9,2009
Trigg County,KY,"6,457","5,460",997,15.4,2009
Trimble County,KY,"4,355","3,845",510,11.7,2009
Union County,KY,"7,859","6,967",892,11.4,2009
Warren County,KY,"58,570","52,766","5,804",9.9,2009
Washington County,KY,"5,411","4,709",702,13,2009
Wayne County,KY,"8,538","7,364","1,174",13.8,2009
Webster County,KY,"6,454","5,835",619,9.6,2009
Whitley County,KY,"15,660","13,894","1,766",11.3,2009
Wolfe County,KY,"2,388","2,067",321,13.4,2009
Woodford County,KY,"12,984","11,916","1,068",8.2,2009
Acadia Parish,LA,"26,174","24,485","1,689",6.5,2009
Allen Parish,LA,"9,092","8,240",852,9.4,2009
Ascension Parish,LA,"51,521","48,463","3,058",5.9,2009
Assumption Parish,LA,"10,437","9,598",839,8,2009
Avoyelles Parish,LA,"16,420","15,188","1,232",7.5,2009
Beauregard Parish,LA,"14,372","13,239","1,133",7.9,2009
Bienville Parish,LA,"6,263","5,663",600,9.6,2009
Bossier Parish,LA,"53,948","50,699","3,249",6,2009
Caddo Parish,LA,"118,906","109,753","9,153",7.7,2009
Calcasieu Parish,LA,"92,017","86,222","5,795",6.3,2009
Caldwell Parish,LA,"4,601","4,162",439,9.5,2009
Cameron Parish,LA,"3,113","2,930",183,5.9,2009
Catahoula Parish,LA,"4,262","3,829",433,10.2,2009
Claiborne Parish,LA,"6,642","6,020",622,9.4,2009
Concordia Parish,LA,"7,483","6,654",829,11.1,2009
De Soto Parish,LA,"11,452","10,482",970,8.5,2009
East Baton Rouge Parish,LA,"217,988","204,476","13,512",6.2,2009
East Carroll Parish,LA,"2,976","2,588",388,13,2009
East Feliciana Parish,LA,"8,105","7,521",584,7.2,2009
Evangeline Parish,LA,"12,714","11,711","1,003",7.9,2009
Franklin Parish,LA,"7,791","6,953",838,10.8,2009
Grant Parish,LA,"8,824","8,135",689,7.8,2009
Iberia Parish,LA,"34,245","31,889","2,356",6.9,2009
Iberville Parish,LA,"12,429","11,251","1,178",9.5,2009
Jackson Parish,LA,"6,514","6,015",499,7.7,2009
Jefferson Parish,LA,"211,151","197,827","13,324",6.3,2009
Jefferson Davis Parish,LA,"14,684","13,832",852,5.8,2009
Lafayette Parish,LA,"111,996","106,294","5,702",5.1,2009
Lafourche Parish,LA,"48,459","46,247","2,212",4.6,2009
LaSalle Parish,LA,"6,418","5,979",439,6.8,2009
Lincoln Parish,LA,"19,299","17,863","1,436",7.4,2009
Livingston Parish,LA,"58,952","55,356","3,596",6.1,2009
Madison Parish,LA,"4,679","4,237",442,9.4,2009
Morehouse Parish,LA,"11,559","9,886","1,673",14.5,2009
Natchitoches Parish,LA,"17,347","15,944","1,403",8.1,2009
Orleans Parish,LA,"145,831","134,275","11,556",7.9,2009
Ouachita Parish,LA,"71,098","66,155","4,943",7,2009
Plaquemines Parish,LA,"7,974","7,456",518,6.5,2009
Pointe Coupee Parish,LA,"9,516","8,856",660,6.9,2009
Rapides Parish,LA,"60,738","56,864","3,874",6.4,2009
Red River Parish,LA,"3,517","3,182",335,9.5,2009
Richland Parish,LA,"8,906","8,038",868,9.7,2009
Sabine Parish,LA,"9,452","8,683",769,8.1,2009
St. Bernard Parish,LA,"18,076","16,950","1,126",6.2,2009
St. Charles Parish,LA,"23,740","22,192","1,548",6.5,2009
St. Helena Parish,LA,"4,232","3,773",459,10.8,2009
St. James Parish,LA,"9,335","8,470",865,9.3,2009
St. John the Baptist Parish,LA,"20,455","18,691","1,764",8.6,2009
St. Landry Parish,LA,"38,089","35,268","2,821",7.4,2009
St. Martin Parish,LA,"23,819","22,252","1,567",6.6,2009
St. Mary Parish,LA,"23,070","21,326","1,744",7.6,2009
St. Tammany Parish,LA,"107,777","101,926","5,851",5.4,2009
Tangipahoa Parish,LA,"52,708","48,680","4,028",7.6,2009
Tensas Parish,LA,"2,051","1,804",247,12,2009
Terrebonne Parish,LA,"54,316","51,695","2,621",4.8,2009
Union Parish,LA,"10,301","9,205","1,096",10.6,2009
Vermilion Parish,LA,"24,638","23,018","1,620",6.6,2009
Vernon Parish,LA,"20,574","19,195","1,379",6.7,2009
Washington Parish,LA,"15,715","14,334","1,381",8.8,2009
Webster Parish,LA,"19,627","17,928","1,699",8.7,2009
West Baton Rouge Parish,LA,"10,650","9,937",713,6.7,2009
West Carroll Parish,LA,"4,491","3,760",731,16.3,2009
West Feliciana Parish,LA,"4,743","4,387",356,7.5,2009
Winn Parish,LA,"6,504","5,959",545,8.4,2009
Androscoggin County,ME,"57,854","52,990","4,864",8.4,2009
Aroostook County,ME,"34,534","31,175","3,359",9.7,2009
Cumberland County,ME,"156,176","146,081","10,095",6.5,2009
Franklin County,ME,"14,375","12,877","1,498",10.4,2009
Hancock County,ME,"29,339","26,796","2,543",8.7,2009
Kennebec County,ME,"63,115","58,337","4,778",7.6,2009
Knox County,ME,"20,559","18,936","1,623",7.9,2009
Lincoln County,ME,"17,918","16,561","1,357",7.6,2009
Oxford County,ME,"28,053","25,049","3,004",10.7,2009
Penobscot County,ME,"78,535","72,099","6,436",8.2,2009
Piscataquis County,ME,"7,376","6,474",902,12.2,2009
Sagadahoc County,ME,"18,686","17,355","1,331",7.1,2009
Somerset County,ME,"24,650","21,952","2,698",10.9,2009
Waldo County,ME,"19,025","17,338","1,687",8.9,2009
Washington County,ME,"14,393","12,808","1,585",11,2009
York County,ME,"111,656","103,107","8,549",7.7,2009
Allegany County,MD,"36,201","33,120","3,081",8.5,2009
Anne Arundel County,MD,"286,650","268,409","18,241",6.4,2009
Baltimore County,MD,"432,708","400,615","32,093",7.4,2009
Calvert County,MD,"48,935","46,072","2,863",5.9,2009
Caroline County,MD,"16,438","14,959","1,479",9,2009
Carroll County,MD,"95,197","89,095","6,102",6.4,2009
Cecil County,MD,"51,045","46,415","4,630",9.1,2009
Charles County,MD,"78,070","73,500","4,570",5.9,2009
Dorchester County,MD,"16,870","15,073","1,797",10.7,2009
Frederick County,MD,"124,142","116,345","7,797",6.3,2009
Garrett County,MD,"16,815","15,510","1,305",7.8,2009
Harford County,MD,"134,560","124,971","9,589",7.1,2009
Howard County,MD,"163,780","155,290","8,490",5.2,2009
Kent County,MD,"10,886","10,061",825,7.6,2009
Montgomery County,MD,"522,421","494,565","27,856",5.3,2009
Prince George's County,MD,"457,576","425,799","31,777",6.9,2009
Queen Anne's County,MD,"27,043","25,239","1,804",6.7,2009
St. Mary's County,MD,"53,739","50,736","3,003",5.6,2009
Somerset County,MD,"11,103","10,053","1,050",9.5,2009
Talbot County,MD,"18,706","17,352","1,354",7.2,2009
Washington County,MD,"68,286","61,672","6,614",9.7,2009
Wicomico County,MD,"52,443","48,067","4,376",8.3,2009
Worcester County,MD,"27,821","24,785","3,036",10.9,2009
Baltimore city,MD,"281,265","252,544","28,721",10.2,2009
Barnstable County,MA,"122,070","111,852","10,218",8.4,2009
Berkshire County,MA,"73,086","67,457","5,629",7.7,2009
Bristol County,MA,"292,640","261,465","31,175",10.7,2009
Dukes County,MA,"11,334","10,611",723,6.4,2009
Essex County,MA,"381,088","348,072","33,016",8.7,2009
Franklin County,MA,"38,913","35,959","2,954",7.6,2009
Hampden County,MA,"226,900","205,771","21,129",9.3,2009
Hampshire County,MA,"87,432","81,795","5,637",6.4,2009
Middlesex County,MA,"826,709","769,841","56,868",6.9,2009
Nantucket County/town,MA,"7,810","7,283",527,6.7,2009
Norfolk County,MA,"358,021","331,869","26,152",7.3,2009
Plymouth County,MA,"263,807","241,447","22,360",8.5,2009
Suffolk County,MA,"374,530","345,580","28,950",7.7,2009
Worcester County,MA,"406,048","370,006","36,042",8.9,2009
Alcona County,MI,"4,127","3,351",776,18.8,2009
Alger County,MI,"4,265","3,682",583,13.7,2009
Allegan County,MI,"54,382","47,374","7,008",12.9,2009
Alpena County,MI,"14,931","12,866","2,065",13.8,2009
Antrim County,MI,"11,514","9,763","1,751",15.2,2009
Arenac County,MI,"7,916","6,598","1,318",16.6,2009
Baraga County,MI,"4,497","3,407","1,090",24.2,2009
Barry County,MI,"28,915","25,916","2,999",10.4,2009
Bay County,MI,"54,876","48,322","6,554",11.9,2009
Benzie County,MI,"8,724","7,523","1,201",13.8,2009
Berrien County,MI,"77,826","67,909","9,917",12.7,2009
Branch County,MI,"21,605","18,550","3,055",14.1,2009
Calhoun County,MI,"68,573","60,507","8,066",11.8,2009
Cass County,MI,"25,313","22,438","2,875",11.4,2009
Charlevoix County,MI,"13,765","11,734","2,031",14.8,2009
Cheboygan County,MI,"11,907","10,260","1,647",13.8,2009
Chippewa County,MI,"17,191","15,010","2,181",12.7,2009
Clare County,MI,"12,979","10,827","2,152",16.6,2009
Clinton County,MI,"37,232","33,718","3,514",9.4,2009
Crawford County,MI,"6,390","5,527",863,13.5,2009
